Attrition,Employee Number,emp no,Gender,Job Role,Over Time,Job Satisfaction,Years At Company,Education,Environment Satisfaction,Hourly Rate,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,1286,STAFF-1286,Male,Laboratory Technician,Yes,3,4,Master's Degree,4,44,1,3,2154,6842,0,11,3,3,80,0,5,2,4,2,0,2
No,1288,STAFF-1288,Male,Manager,No,1,25,Associates Degree,3,92,5,1,19190,17477,1,14,3,4,80,2,26,2,25,9,14,13
No,1289,STAFF-1289,Male,Human Resources,No,2,10,Bachelor's Degree,3,56,2,2,4490,21833,4,11,3,4,80,2,14,4,10,9,1,8
No,1291,STAFF-1291,Male,Research Scientist,Yes,3,3,High School,3,66,1,3,3506,6020,0,14,3,4,80,0,4,3,3,2,2,2
No,1292,STAFF-1292,Female,Research Scientist,Yes,2,1,Master's Degree,2,78,2,2,2372,5628,6,16,3,4,80,0,18,3,1,0,0,0
No,1293,STAFF-1293,Female,Sales Executive,No,4,21,Master's Degree,4,56,3,4,10231,20364,3,14,3,4,80,0,23,4,21,7,15,17
No,1294,STAFF-1294,Female,Manufacturing Director,Yes,2,16,Master's Degree,3,53,2,2,5410,2323,9,11,3,4,80,0,18,3,16,14,5,12
Yes,1295,STAFF-1295,Female,Healthcare Representative,No,4,10,Bachelor's Degree,1,73,3,4,7978,14075,1,11,3,4,80,1,10,3,10,7,0,5
No,1296,STAFF-1296,Male,Laboratory Technician,Yes,4,2,Bachelor's Degree,4,52,1,4,3867,14222,1,12,3,2,80,1,2,3,2,2,2,2
No,1297,STAFF-1297,Female,Laboratory Technician,No,3,7,Associates Degree,2,40,1,3,2838,4257,0,14,3,2,80,0,8,2,7,0,7,7
No,1298,STAFF-1298,Female,Manufacturing Director,Yes,3,8,Associates Degree,3,72,2,3,4695,12858,7,18,3,3,80,0,10,3,8,4,1,7
Yes,1299,STAFF-1299,Female,Laboratory Technician,Yes,3,7,Bachelor's Degree,2,39,1,3,3339,17285,3,13,3,1,80,2,10,3,7,7,7,7
No,1301,STAFF-1301,Male,Research Scientist,No,1,3,Bachelor's Degree,4,84,1,1,2080,4732,2,11,3,2,80,0,5,2,3,2,1,2
No,1303,STAFF-1303,Female,Research Scientist,No,2,2,Bachelor's Degree,4,40,1,2,2096,18830,1,18,3,4,80,0,2,2,2,2,2,1
No,1304,STAFF-1304,Male,Sales Executive,No,4,10,Bachelor's Degree,3,56,2,4,6209,11693,1,15,3,3,80,2,10,4,10,7,0,8
No,1306,STAFF-1306,Female,Manager,No,2,0,Bachelor's Degree,2,83,5,2,18061,13035,3,22,4,3,80,0,22,3,0,0,0,0
No,1307,STAFF-1307,Female,Manager,Yes,2,19,Master's Degree,3,94,4,2,17123,17334,6,13,3,4,80,2,21,3,19,9,15,2
No,1308,STAFF-1308,Male,Research Scientist,No,3,2,Master's Degree,1,88,1,3,2372,26076,1,12,3,4,80,2,2,3,2,2,2,2
Yes,1309,STAFF-1309,Male,Laboratory Technician,No,3,10,Associates Degree,4,79,2,3,4883,22845,1,18,3,1,80,1,10,3,10,4,1,1
Yes,1310,STAFF-1310,Male,Research Scientist,No,1,5,Bachelor's Degree,3,93,1,1,3904,22154,0,13,3,1,80,0,6,3,5,2,0,3
No,1311,STAFF-1311,Female,Laboratory Technician,No,4,9,Bachelor's Degree,1,48,2,4,4627,23631,0,12,3,1,80,1,10,3,9,2,6,7
No,1312,STAFF-1312,Female,Healthcare Representative,No,3,7,Master's Degree,4,63,3,3,7094,5747,3,12,3,1,80,0,10,3,7,7,1,7
No,1314,STAFF-1314,Female,Human Resources,No,1,7,Associates Degree,4,44,1,1,3423,22957,6,12,3,3,80,0,10,4,7,6,5,7
No,1315,STAFF-1315,Female,Laboratory Technician,No,4,9,Bachelor's Degree,3,55,2,4,6674,16392,0,11,3,1,80,3,10,3,9,8,7,5
No,1317,STAFF-1317,Female,Research Director,Yes,1,3,Bachelor's Degree,4,43,4,1,16880,22422,4,11,3,2,80,0,25,3,3,2,1,2
Yes,1318,STAFF-1318,Male,Sales Executive,Yes,2,5,Master's Degree,4,57,3,2,9094,17235,2,12,3,3,80,0,9,3,5,4,1,0
Yes,1319,STAFF-1319,Male,Sales Executive,Yes,2,8,Bachelor's Degree,2,64,3,2,8446,21534,9,19,3,3,80,0,10,2,8,7,7,7
No,1321,STAFF-1321,Female,Manager,Yes,1,9,Master's Degree,2,95,3,1,11916,25927,1,23,4,4,80,2,9,3,9,1,0,8
No,1322,STAFF-1322,Male,Manufacturing Director,No,3,8,Associates Degree,1,32,2,3,4534,13352,0,11,3,1,80,0,9,3,8,7,1,7
No,1324,STAFF-1324,Female,Sales Executive,Yes,3,10,Master's Degree,4,57,3,3,9852,8935,1,19,3,1,80,1,10,2,10,8,9,6
No,1329,STAFF-1329,Male,Sales Executive,No,2,19,Associates Degree,3,40,2,2,6151,22074,1,13,3,1,80,0,19,3,19,2,11,9
Yes,1331,STAFF-1331,Female,Sales Representative,Yes,2,3,Bachelor's Degree,4,54,1,2,2302,8319,1,11,3,1,80,0,3,4,3,2,2,2
Yes,1333,STAFF-1333,Male,Laboratory Technician,No,1,3,Bachelor's Degree,1,89,1,1,2362,14669,4,12,3,3,80,0,10,4,3,2,1,2
No,1334,STAFF-1334,Male,Manager,Yes,3,20,High School,3,37,4,3,17861,26582,0,13,3,4,80,0,21,2,20,8,2,10
No,1336,STAFF-1336,Female,Manager,No,3,19,Associates Degree,4,58,5,3,19187,6992,4,14,3,4,80,1,23,3,19,9,9,11
No,1338,STAFF-1338,Male,Manager,No,2,7,Master's Degree,4,99,5,2,19717,4022,6,14,3,1,80,0,36,3,7,3,7,7
No,1340,STAFF-1340,Male,Research Scientist,No,3,4,Associates Degree,3,74,1,3,3544,8532,9,16,3,2,80,1,6,3,4,2,0,0
No,1344,STAFF-1344,Male,Healthcare Representative,No,4,9,Bachelor's Degree,4,86,3,4,8500,5494,0,11,3,4,80,1,10,2,9,7,1,6
No,1346,STAFF-1346,Male,Research Scientist,No,4,9,Bachelor's Degree,3,98,2,4,4661,22455,1,13,3,3,80,0,9,3,9,8,8,8
No,1349,STAFF-1349,Female,Sales Executive,No,1,9,Bachelor's Degree,3,66,2,1,4103,4297,0,17,3,4,80,1,10,3,9,3,1,7
No,1350,STAFF-1350,Male,Research Scientist,Yes,3,9,Master's Degree,3,87,2,3,4249,2690,1,11,3,2,80,0,9,3,9,6,1,1
No,1352,STAFF-1352,Male,Manager,Yes,2,33,Bachelor's Degree,3,84,4,2,14026,17588,1,11,3,2,80,1,33,3,33,9,0,10
No,1355,STAFF-1355,Female,Sales Executive,No,1,7,Associates Degree,2,31,2,1,6893,19461,3,15,3,4,80,1,11,3,7,7,1,7
No,1356,STAFF-1356,Female,Sales Executive,No,1,10,Associates Degree,3,66,2,1,6125,23553,1,12,3,4,80,0,10,4,10,8,9,6
No,1358,STAFF-1358,Male,Laboratory Technician,No,4,3,High School,4,67,1,4,3669,9075,3,11,3,3,80,3,7,2,3,2,1,2
Yes,1360,STAFF-1360,Female,Manufacturing Director,Yes,1,10,Master's Degree,3,53,3,1,10008,12023,7,14,3,4,80,0,31,2,10,9,5,9
No,1361,STAFF-1361,Male,Laboratory Technician,No,2,4,Master's Degree,2,88,1,2,2387,6762,3,22,4,3,80,1,7,3,4,2,0,3
No,1362,STAFF-1362,Female,Sales Executive,No,1,15,Bachelor's Degree,1,83,2,1,4639,2261,2,16,3,4,80,1,17,2,15,7,6,13
No,1363,STAFF-1363,Male,Manufacturing Director,No,4,10,Bachelor's Degree,4,54,3,4,7898,18706,1,11,3,3,80,0,11,3,10,9,0,8
No,1364,STAFF-1364,Female,Sales Representative,No,4,1,Bachelor's Degree,3,98,1,4,2534,6527,8,14,3,2,80,1,5,3,1,0,0,0
No,1367,STAFF-1367,Female,Manufacturing Director,No,2,5,Associates Degree,4,82,4,2,13142,24439,3,16,3,2,80,0,29,2,5,2,0,3
No,1368,STAFF-1368,Female,Laboratory Technician,No,4,0,Bachelor's Degree,4,97,1,4,1611,19305,1,15,3,3,80,0,0,4,0,0,0,0
No,1369,STAFF-1369,Female,Laboratory Technician,No,4,9,Bachelor's Degree,4,60,2,4,5363,10846,0,12,3,2,80,1,10,3,9,7,0,0
No,1371,STAFF-1371,Male,Sales Executive,No,4,6,High School,4,43,2,4,5071,20392,3,20,4,2,80,0,8,3,6,2,0,0
Yes,1372,STAFF-1372,Male,Sales Executive,Yes,3,19,Master's Degree,1,85,4,3,13695,9277,6,17,3,3,80,0,24,2,19,7,3,8
No,1373,STAFF-1373,Male,Manufacturing Director,Yes,2,19,Bachelor's Degree,4,68,4,2,13402,18235,4,12,3,1,80,1,33,3,19,16,15,9
No,1374,STAFF-1374,Female,Research Scientist,No,3,5,High School,1,92,1,3,2029,15891,1,20,4,3,80,3,5,3,5,4,0,0
No,1375,STAFF-1375,Female,Healthcare Representative,No,3,12,High School,2,89,2,3,6377,13888,5,20,4,2,80,3,15,3,12,11,11,8
No,1377,STAFF-1377,Male,Laboratory Technician,No,3,8,Bachelor's Degree,2,86,2,3,5429,17491,4,13,3,1,80,2,10,3,8,7,7,7
Yes,1379,STAFF-1379,Female,Sales Representative,No,4,1,Bachelor's Degree,3,90,1,4,2785,11882,7,14,3,3,80,0,3,4,1,0,0,0
Yes,1380,STAFF-1380,Female,Sales Executive,Yes,3,4,Master's Degree,4,67,2,3,4614,23288,0,18,3,3,80,1,5,2,4,2,3,2
No,1382,STAFF-1382,Male,Research Scientist,No,3,4,Bachelor's Degree,4,57,1,3,2610,15748,1,11,3,4,80,3,4,3,4,2,0,3
No,1383,STAFF-1383,Female,Healthcare Representative,No,4,14,Master's Degree,3,98,2,4,6687,6163,1,11,3,4,80,0,14,4,14,11,4,11
No,1387,STAFF-1387,Male,Sales Executive,No,1,5,Bachelor's Degree,3,48,2,1,4724,24232,1,11,3,3,80,1,5,3,5,3,0,4
Yes,1389,STAFF-1389,Male,Manufacturing Director,Yes,3,10,Master's Degree,4,98,2,3,6179,21057,1,15,3,4,80,2,10,2,10,2,6,7
No,1390,STAFF-1390,Male,Sales Executive,Yes,4,5,Master's Degree,1,44,2,4,6120,3567,3,12,3,4,80,2,8,4,5,4,1,4
No,1391,STAFF-1391,Male,Sales Executive,No,2,4,Bachelor's Degree,2,52,3,2,10596,15395,2,11,3,2,80,0,14,3,4,2,3,2
No,1392,STAFF-1392,Female,Research Scientist,Yes,4,6,Bachelor's Degree,4,75,2,4,5467,13953,3,14,3,1,80,2,12,2,6,2,3,3
No,1394,STAFF-1394,Male,Research Scientist,Yes,3,6,High School,3,54,1,3,2996,5182,7,15,3,4,80,0,8,3,6,4,1,3
No,1395,STAFF-1395,Male,Sales Executive,No,4,5,High School,2,61,2,4,9998,19293,6,13,3,1,80,0,8,4,5,4,1,2
No,1396,STAFF-1396,Male,Sales Executive,Yes,2,3,High School,3,36,2,2,4078,20497,0,13,3,1,80,3,4,2,3,2,1,2
No,1397,STAFF-1397,Male,Healthcare Representative,No,3,6,Associates Degree,3,71,3,3,10920,3449,3,21,4,2,80,1,13,3,6,4,0,5
No,1399,STAFF-1399,Male,Sales Executive,No,3,3,High School,1,93,2,3,6232,12477,2,11,3,2,80,0,6,2,3,2,1,2
No,1401,STAFF-1401,Female,Manufacturing Director,Yes,3,5,Associates Degree,4,59,4,3,13247,9731,2,11,3,2,80,1,24,2,5,3,0,2
No,1402,STAFF-1402,Female,Research Scientist,Yes,3,20,Bachelor's Degree,1,73,2,3,4081,20003,1,14,3,1,80,0,20,1,20,7,1,8
No,1403,STAFF-1403,Female,Sales Executive,Yes,4,6,Bachelor's Degree,4,98,2,4,5769,7100,1,11,3,4,80,0,6,3,6,2,4,4
Yes,1405,STAFF-1405,Female,Research Scientist,Yes,3,8,Master's Degree,4,51,1,3,2394,25681,1,13,3,4,80,0,8,3,8,2,7,7
No,1407,STAFF-1407,Male,Research Scientist,No,4,4,High School,1,36,1,4,3904,4050,0,12,3,4,80,0,5,3,4,3,1,1
No,1408,STAFF-1408,Female,Manager,No,1,20,Bachelor's Degree,3,31,4,1,16799,16616,0,14,3,3,80,1,21,3,20,7,0,9
No,1955,STAFF-1955,Female,Healthcare Representative,No,4,5,Master's Degree,3,34,2,4,6667,16542,5,18,3,2,80,1,9,3,5,1,1,2
No,1662,STAFF-1662,Female,Manufacturing Director,No,3,3,Master's Degree,4,33,2,3,4374,15411,0,15,3,3,80,0,4,3,3,2,1,2
No,1630,STAFF-1630,Female,Healthcare Representative,No,3,14,Master's Degree,3,52,2,3,4148,12250,1,12,3,4,80,1,15,3,14,11,2,9
No,2000,STAFF-2000,Female,Research Director,No,2,13,High School,3,98,3,2,11957,17231,0,18,3,1,80,2,14,1,13,8,5,12
No,1839,STAFF-1839,Female,Research Scientist,No,3,0,Bachelor's Degree,2,33,1,3,1514,8018,1,16,3,3,80,0,0,1,0,0,0,0
No,1929,STAFF-1929,Female,Sales Executive,No,3,3,Master's Degree,1,32,2,3,5736,3987,6,19,3,3,80,1,10,3,3,2,1,2
No,1495,STAFF-1495,Female,Sales Representative,No,2,1,Associates Degree,4,78,1,2,2033,7103,1,13,3,3,80,1,1,3,1,0,0,0
No,1756,STAFF-1756,Female,Sales Executive,No,2,11,Bachelor's Degree,4,62,2,2,5147,10697,8,15,3,4,80,0,13,2,11,7,1,7
No,1900,STAFF-1900,Female,Manager,No,4,22,Bachelor's Degree,4,58,4,4,17174,2437,3,11,3,2,80,1,24,3,22,17,4,7
No,2025,STAFF-2025,Female,Manufacturing Director,No,2,4,Associates Degree,4,97,2,2,5131,9192,7,13,3,2,80,3,18,3,4,2,0,2
No,1760,STAFF-1760,Female,Laboratory Technician,No,2,6,Associates Degree,3,75,1,2,2468,15963,4,14,3,2,80,1,9,2,6,1,0,5
No,1870,STAFF-1870,Female,Research Scientist,No,1,7,Bachelor's Degree,4,77,1,1,4774,23844,0,19,3,4,80,1,8,2,7,6,7,3
No,1985,STAFF-1985,Female,Laboratory Technician,No,3,10,Bachelor's Degree,4,73,2,3,6323,26849,1,11,3,1,80,1,10,4,10,9,9,4
No,1513,STAFF-1513,Female,Laboratory Technician,No,2,3,High School,4,97,1,2,3180,4668,0,13,3,3,80,3,4,3,3,2,0,2
No,1633,STAFF-1633,Female,Manufacturing Director,No,3,9,Bachelor's Degree,1,81,2,3,5042,3140,0,13,3,4,80,0,10,1,9,2,3,8
No,1480,STAFF-1480,Female,Laboratory Technician,No,4,12,Associates Degree,1,74,1,4,3673,16458,1,13,3,3,80,0,12,3,12,9,5,8
No,1745,STAFF-1745,Female,Research Scientist,No,1,9,Master's Degree,4,78,1,1,4968,26427,0,16,3,4,80,0,10,3,9,7,0,7
No,1481,STAFF-1481,Female,Sales Executive,No,3,1,Doctoral Degree,1,79,2,3,4768,9282,7,12,3,3,80,1,11,2,1,0,0,0
No,1833,STAFF-1833,Female,Sales Executive,No,1,3,Master's Degree,1,68,3,1,9637,8277,2,14,3,4,80,2,9,3,3,2,2,2
No,1987,STAFF-1987,Female,Human Resources,No,2,2,Bachelor's Degree,3,82,1,2,2187,19655,4,14,3,3,80,0,6,3,2,0,1,2
No,1625,STAFF-1625,Female,Manager,No,3,5,Master's Degree,4,98,5,3,19658,5220,3,11,3,3,80,1,27,3,5,2,1,0
No,1461,STAFF-1461,Female,Human Resources,No,2,3,Associates Degree,4,96,1,2,2109,24609,9,18,3,4,80,0,8,3,3,2,0,2
No,1916,STAFF-1916,Female,Laboratory Technician,No,3,2,Bachelor's Degree,1,62,1,3,3978,16031,8,12,3,2,80,1,4,2,2,2,2,2
No,1829,STAFF-1829,Female,Healthcare Representative,No,1,7,Bachelor's Degree,2,47,2,1,4448,10748,2,12,3,2,80,1,15,3,7,4,7,7
No,1822,STAFF-1822,Female,Healthcare Representative,No,4,5,Bachelor's Degree,3,52,2,4,6513,9060,4,17,3,4,80,1,12,3,5,3,0,3
No,1762,STAFF-1762,Female,Research Scientist,No,1,1,Bachelor's Degree,4,91,1,1,2109,10007,1,13,3,3,80,1,1,3,1,0,0,0
No,1658,STAFF-1658,Female,Research Scientist,No,2,11,Bachelor's Degree,4,66,2,2,5433,19332,1,12,3,3,80,1,11,3,11,8,7,9
No,1635,STAFF-1635,Female,Manufacturing Director,No,4,10,Associates Degree,4,59,2,4,5770,5388,1,19,3,1,80,2,10,3,10,7,3,9
No,1656,STAFF-1656,Female,Research Director,No,1,14,Doctoral Degree,4,50,3,1,13269,21981,5,15,3,3,80,3,19,3,14,11,1,11
No,1502,STAFF-1502,Female,Laboratory Technician,No,2,5,Master's Degree,1,82,1,2,3838,8192,8,11,3,4,80,0,8,3,5,4,0,2
No,1866,STAFF-1866,Female,Manager,No,3,16,Bachelor's Degree,1,81,5,3,19392,22539,7,13,3,4,80,0,21,3,16,12,6,14
No,1786,STAFF-1786,Female,Manager,No,3,2,Bachelor's Degree,1,53,3,3,13116,22984,2,11,3,4,80,0,15,3,2,2,2,2
No,1701,STAFF-1701,Female,Research Scientist,No,4,10,Bachelor's Degree,2,35,1,4,2929,20338,1,12,3,2,80,0,10,3,10,9,8,7
No,1647,STAFF-1647,Female,Research Scientist,No,3,3,Bachelor's Degree,2,86,1,3,3517,22490,7,17,3,1,80,0,5,3,3,2,0,2
No,1409,STAFF-1409,Female,Laboratory Technician,No,1,5,Master's Degree,3,54,1,1,2950,17363,9,13,3,3,80,0,12,1,5,4,0,4
No,2015,STAFF-2015,Female,Research Director,No,3,18,Bachelor's Degree,2,99,3,3,13206,3376,3,12,3,1,80,1,20,3,18,16,1,11
No,1640,STAFF-1640,Female,Research Scientist,No,2,8,Bachelor's Degree,2,71,1,2,3936,9953,1,11,3,1,80,1,8,1,8,4,7,7
No,1544,STAFF-1544,Female,Healthcare Representative,No,1,7,High School,3,39,2,1,9715,7288,3,13,3,3,80,1,9,3,7,7,0,7
No,2052,STAFF-2052,Female,Research Scientist,No,4,4,Master's Degree,3,62,1,4,2977,8952,1,12,3,4,80,1,4,3,4,3,1,1
No,1802,STAFF-1802,Female,Laboratory Technician,No,1,4,Associates Degree,3,99,1,1,3377,25605,4,17,3,4,80,1,7,2,4,3,0,2
No,1617,STAFF-1617,Female,Laboratory Technician,No,1,9,Master's Degree,3,84,1,1,3211,22102,1,14,3,4,80,1,10,2,9,6,1,4
No,1576,STAFF-1576,Female,Research Scientist,No,1,8,Master's Degree,3,65,1,1,2367,16530,8,12,3,4,80,1,10,2,8,2,7,6
No,1447,STAFF-1447,Female,Laboratory Technician,No,2,5,Bachelor's Degree,4,86,1,2,3294,3708,5,17,3,1,80,1,7,2,5,4,0,2
No,1555,STAFF-1555,Female,Research Scientist,No,2,7,Associates Degree,4,67,2,2,5878,15624,3,12,3,1,80,1,12,3,7,1,2,5
No,1782,STAFF-1782,Female,Laboratory Technician,No,3,5,Associates Degree,4,40,1,3,3702,16376,1,11,3,2,80,1,5,3,5,4,0,4
No,1687,STAFF-1687,Female,Laboratory Technician,No,3,0,Associates Degree,4,87,1,3,3306,26176,7,19,3,4,80,1,7,2,0,0,0,0
No,1709,STAFF-1709,Female,Laboratory Technician,No,3,5,Master's Degree,4,43,1,3,2974,25412,9,17,3,3,80,1,9,3,5,3,1,2
No,1830,STAFF-1830,Female,Research Scientist,No,4,7,Master's Degree,4,68,2,4,6854,15696,4,15,3,2,80,1,14,2,7,1,1,7
No,1628,STAFF-1628,Female,Manufacturing Director,No,3,18,Bachelor's Degree,1,80,3,3,10435,25800,1,13,3,4,80,2,18,3,18,15,14,12
No,1655,STAFF-1655,Female,Research Director,No,2,4,Master's Degree,1,72,4,2,16413,3498,3,16,3,2,80,2,27,3,4,2,1,2
No,1969,STAFF-1969,Female,Research Scientist,No,3,4,Associates Degree,1,67,2,3,2897,22474,3,11,3,3,80,2,9,2,4,3,2,3
No,1443,STAFF-1443,Female,Research Director,No,3,20,Master's Degree,1,82,4,3,17169,26703,3,19,3,2,80,2,26,4,20,17,5,6
No,1888,STAFF-1888,Female,Manufacturing Director,No,4,9,Associates Degree,2,93,2,4,5906,23888,0,13,3,4,80,2,10,2,9,8,3,8
No,1651,STAFF-1651,Female,Healthcare Representative,No,1,3,Master's Degree,2,42,3,1,8008,22792,4,12,3,3,80,2,9,3,3,2,0,2
No,1607,STAFF-1607,Female,Research Scientist,No,4,3,Master's Degree,2,35,1,4,3312,18783,3,17,3,4,80,2,6,3,3,2,0,2
No,2051,STAFF-2051,Female,Research Scientist,No,3,5,Master's Degree,3,98,1,3,2001,12549,2,14,3,2,80,3,20,3,5,3,0,2
No,1430,STAFF-1430,Female,Research Director,No,2,3,Doctoral Degree,1,93,4,2,16422,8847,3,11,3,3,80,0,9,4,3,2,1,0
No,1411,STAFF-1411,Female,Laboratory Technician,No,3,3,Bachelor's Degree,1,94,1,3,3629,19106,4,18,3,1,80,0,8,3,3,2,0,2
No,1816,STAFF-1816,Female,Manufacturing Director,No,3,7,Bachelor's Degree,1,64,3,3,9667,2739,9,14,3,2,80,0,9,3,7,7,0,2
No,1525,STAFF-1525,Female,Manufacturing Director,No,2,2,Bachelor's Degree,2,32,3,2,8376,9150,4,18,3,4,80,0,9,3,2,0,2,2
No,1856,STAFF-1856,Female,Laboratory Technician,No,3,2,Master's Degree,2,64,1,3,2105,5411,4,12,3,3,80,0,7,3,2,2,2,0
No,2010,STAFF-2010,Female,Laboratory Technician,No,2,6,Master's Degree,3,49,1,2,2837,15919,1,13,3,3,80,0,6,3,6,2,4,1
No,1735,STAFF-1735,Female,Laboratory Technician,No,2,3,High School,3,51,1,2,3295,12862,1,13,3,3,80,0,3,1,3,2,1,2
No,1751,STAFF-1751,Female,Research Scientist,No,4,6,Bachelor's Degree,3,67,1,4,3445,6152,1,11,3,3,80,0,6,2,6,2,1,4
No,2054,STAFF-2054,Female,Research Scientist,No,1,5,Master's Degree,4,73,1,1,3785,8489,1,14,3,2,80,0,5,1,5,4,0,4
No,1529,STAFF-1529,Female,Healthcare Representative,No,2,11,Bachelor's Degree,4,91,3,2,8606,21195,1,19,3,4,80,0,11,1,11,8,3,3
No,1719,STAFF-1719,Female,Research Director,No,2,21,Associates Degree,4,48,4,2,16704,17119,1,11,3,3,80,0,21,3,21,6,8,6
No,1422,STAFF-1422,Female,Research Director,No,4,20,Bachelor's Degree,4,54,4,4,17328,5652,6,19,3,4,80,0,29,2,20,7,12,7
No,1863,STAFF-1863,Female,Sales Executive,No,1,19,Bachelor's Degree,1,45,4,1,13225,7739,2,12,3,4,80,1,25,3,19,17,2,8
No,1557,STAFF-1557,Female,Sales Executive,No,3,8,Master's Degree,3,96,2,3,6439,13693,8,14,3,3,80,1,18,3,8,7,7,7
No,1428,STAFF-1428,Female,Sales Executive,No,1,3,Master's Degree,4,73,2,1,4779,12761,7,14,3,2,80,2,8,3,3,2,0,2
No,1676,STAFF-1676,Female,Manager,No,2,3,Master's Degree,2,47,4,2,15972,21086,6,14,3,3,80,3,29,3,3,2,1,2
No,2041,STAFF-2041,Female,Sales Executive,No,4,10,Associates Degree,1,100,2,4,5343,5982,1,11,3,3,80,1,10,3,10,7,1,9
No,2045,STAFF-2045,Female,Sales Executive,No,4,6,Master's Degree,2,100,2,4,6652,14369,4,13,3,1,80,1,8,2,6,3,0,0
No,2056,STAFF-2056,Female,Sales Executive,No,4,20,High School,2,60,4,4,12031,8828,0,11,3,1,80,1,21,2,20,9,9,6
No,1986,STAFF-1986,Female,Sales Executive,No,2,11,Associates Degree,2,92,2,2,5677,4258,3,14,3,3,80,1,15,3,11,8,5,10
No,1875,STAFF-1875,Female,Sales Representative,No,2,1,Bachelor's Degree,2,78,1,2,2856,3692,1,19,3,4,80,1,1,3,1,0,0,0
No,1527,STAFF-1527,Female,Manager,No,2,13,Bachelor's Degree,3,51,4,2,16606,11380,8,12,3,4,80,1,23,4,13,12,5,1
No,1935,STAFF-1935,Female,Sales Executive,No,1,0,Doctoral Degree,4,89,2,1,5380,20328,4,16,3,3,80,1,6,3,0,0,0,0
No,1598,STAFF-1598,Female,Sales Executive,No,1,5,Associates Degree,4,84,2,1,4639,11262,1,15,3,3,80,1,5,3,5,4,1,2
No,1784,STAFF-1784,Female,Sales Executive,No,4,12,Master's Degree,1,91,2,4,5468,13402,1,14,3,1,80,2,13,3,12,7,5,7
No,2024,STAFF-2024,Female,Sales Executive,No,4,9,Bachelor's Degree,1,94,3,4,7644,12695,0,19,3,3,80,2,10,3,9,7,3,4
No,1673,STAFF-1673,Female,Sales Executive,No,4,10,Master's Degree,1,67,2,4,5476,22589,1,11,3,1,80,2,10,3,10,0,0,2
No,1436,STAFF-1436,Female,Sales Executive,No,1,3,Master's Degree,3,98,2,1,5647,13494,4,13,3,1,80,2,11,2,3,2,0,2
No,2016,STAFF-2016,Female,Sales Executive,No,4,14,Master's Degree,3,48,3,4,10422,24032,1,19,3,3,80,2,14,3,14,10,5,7
No,1898,STAFF-1898,Female,Sales Executive,No,3,8,Associates Degree,1,89,2,3,6500,26997,0,14,3,2,80,0,9,2,8,7,0,7
No,1583,STAFF-1583,Female,Sales Executive,No,2,3,Bachelor's Degree,2,90,2,2,4198,16379,2,12,3,2,80,0,8,4,3,2,1,2
No,1585,STAFF-1585,Female,Sales Executive,No,3,1,Master's Degree,2,73,2,3,6815,21447,6,13,3,1,80,0,15,3,1,0,0,0
No,1657,STAFF-1657,Female,Sales Representative,No,3,2,Bachelor's Degree,3,31,1,3,2783,13251,1,19,3,1,80,0,2,3,2,2,2,2
No,1710,STAFF-1710,Female,Sales Representative,No,4,13,Master's Degree,3,51,2,4,4502,7439,3,15,3,3,80,0,17,2,13,7,6,7
No,1779,STAFF-1779,Female,Sales Executive,No,4,2,Associates Degree,4,32,2,4,6029,25353,5,12,3,1,80,0,6,3,2,2,2,2
No,2060,STAFF-2060,Female,Sales Representative,No,3,4,Bachelor's Degree,4,30,1,3,2966,21378,0,18,3,4,80,0,5,3,4,2,0,0
No,2046,STAFF-2046,Female,Sales Executive,No,3,5,Bachelor's Degree,4,50,2,3,4850,23333,8,15,3,3,80,0,8,3,5,3,0,1
No,1757,STAFF-1757,Female,Sales Executive,No,4,5,Master's Degree,4,80,2,4,4507,8191,3,12,3,3,80,0,8,4,5,1,0,4
No,1858,STAFF-1858,Male,Human Resources,No,4,3,Associates Degree,3,43,1,4,2706,10494,1,15,3,2,80,1,3,3,3,2,2,2
No,1805,STAFF-1805,Male,Human Resources,No,2,11,Bachelor's Degree,1,100,1,2,2592,7129,5,13,3,4,80,3,13,3,11,10,3,8
No,1722,STAFF-1722,Male,Human Resources,No,2,3,Bachelor's Degree,3,60,2,2,6430,20794,6,19,3,2,80,1,10,3,3,2,1,2
No,1804,STAFF-1804,Male,Manufacturing Director,No,4,7,Associates Degree,2,90,2,4,5762,24442,2,14,3,3,80,1,15,3,7,7,1,7
No,1468,STAFF-1468,Male,Research Director,No,2,9,High School,4,55,3,2,13757,25178,2,11,3,3,80,1,16,3,9,8,4,8
No,1482,STAFF-1482,Male,Research Scientist,No,3,1,Bachelor's Degree,3,64,1,3,1274,7152,1,13,3,2,80,2,1,2,1,0,0,0
No,1449,STAFF-1449,Male,Laboratory Technician,No,3,8,Master's Degree,3,81,2,3,3975,23099,3,11,3,3,80,2,11,4,8,7,0,7
No,1771,STAFF-1771,Male,Research Scientist,No,2,9,Bachelor's Degree,4,90,2,2,3055,6194,5,15,3,4,80,2,11,2,9,8,1,7
No,1994,STAFF-1994,Male,Laboratory Technician,No,3,1,Associates Degree,2,59,1,3,2008,20439,1,12,3,3,80,3,1,2,1,1,0,0
